match_type,venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,target_runs,target_overs,umpire1,umpire2,batting_avg,runs,bowling_avg,wickets
League,Dubai International Cricket Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,wickets,6.0,116.0,20.0,J Madanagopal,MA Gough,27.14,1900.0,0.0,0.0
League,Dubai International Cricket Stadium,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,3.0,137.0,20.0,AK Chaudhary,Nitin Menon,9.3,1135.0,31.09,101.0
League,Sharjah Cricket Stadium,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,8.0,91.0,20.0,AK Chaudhary,MA Gough,2.16,82.0,23.44,48.0
League,"Zayed Cricket Stadium, Abu Dhabi",Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Sunrisers Hyderabad,runs,4.0,142.0,20.0,S Ravi,UV Gandhe,28.45,2105.0,310000.0,0.0
League,Dubai International Cricket Stadium,Chennai Super Kings,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,6.0,135.0,20.0,K Srinivasan,RK Illingworth,39.34,3895.0,0.0,0.0
League,Sharjah Cricket Stadium,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Kolkata Knight Riders,runs,86.0,172.0,20.0,MA Gough,HAS Khalid,1.59,51.0,31.93,30.0
League,"Zayed Cricket Stadium, Abu Dhabi",Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Mumbai Indians,runs,42.0,236.0,20.0,Tapan Sharma,VK Sharma,26.71,1870.0,0.0,0.0
League,Dubai International Cricket Stadium,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,7.0,165.0,20.0,KN Ananthapadmanabhan,Nitin Menon,24.88,199.0,0.0,0.0
Qualifier,Dubai International Cricket Stadium,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,4.0,173.0,20.0,Nitin Menon,RK Illingworth,33.53,1207.0,0.0,0.0
Eliminator,Sharjah Cricket Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,Kolkata Knight Riders,wickets,4.0,139.0,20.0,CB Gaffaney,VK Sharma,6.93,1025.0,25.7,152.0
Qualifier,Sharjah Cricket Stadium,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,3.0,136.0,20.0,KN Ananthapadmanabhan,MA Gough,25.09,552.0,39.0,3.0
Final,Dubai International Cricket Stadium,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Chennai Super Kings,runs,27.0,193.0,20.0,Nitin Menon,RK Illingworth,31.22,3403.0,160000.0,0.0
League,"Wankhede Stadium, Mumbai",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6.0,132.0,20.0,AK Chaudhary,Nitin Menon,1.34,177.0,29.93,135.0
League,"Brabourne Stadium, Mumbai",Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,4.0,178.0,20.0,RJ Tucker,HAS Khalid,1.78,105.0,27.39,61.0
League,"Dr DY Patil Sports Academy, Mumbai",Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,5.0,206.0,20.0,Nitin Menon,YC Barde,8.5,51.0,29.83,6.0
League,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,5.0,159.0,20.0,PG Pathak,VK Sharma,0.74,69.0,29.84,99.0
League,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajasthan Royals,runs,61.0,211.0,20.0,BNJ Oxenford,UV Gandhe,26.51,3526.0,0.0,0.0
League,"Dr DY Patil Sports Academy, Mumbai",Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,3.0,129.0,20.0,J Madanagopal,Navdeep Singh,2.17,39.0,19.19,26.0
League,"Brabourne Stadium, Mumbai",Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,wickets,6.0,211.0,20.0,RJ Tucker,VK Sharma,25.15,654.0,0.0,0.0
League,"Wankhede Stadium, Mumbai",Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6.0,138.0,20.0,AK Chaudhary,HAS Khalid,1.34,177.0,29.93,135.0
League,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,Rajasthan Royals,runs,23.0,194.0,20.0,Nitin Menon,PG Pathak,34.96,2832.0,0.0,0.0
League,"Maharashtra Cricket Association Stadium, Pune",Gujarat Titans,Delhi Capitals,Delhi Capitals,field,Gujarat Titans,runs,14.0,172.0,20.0,KN Ananthapadmanabhan,UV Gandhe,1.91,67.0,28.76,38.0
League,"Brabourne Stadium, Mumbai",Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,Punjab Kings,runs,54.0,181.0,20.0,RJ Tucker,YC Barde,23.87,549.0,35.83,6.0
League,"Dr DY Patil Sports Academy, Mumbai",Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Lucknow Super Giants,runs,12.0,170.0,20.0,J Madanagopal,Navdeep Singh,0.82,31.0,25.32,47.0
League,"Wankhede Stadium, Mumbai",Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,4.0,170.0,20.0,AK Chaudhary,HAS Khalid,21.14,4377.0,0.0,0.0
League,"Maharashtra Cricket Association Stadium, Pune",Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,5.0,162.0,20.0,BNJ Oxenford,KN Ananthapadmanabhan,9.02,379.0,31.22,45.0
League,"Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,wickets,6.0,150.0,20.0,RJ Tucker,Tapan Sharma,30.08,2767.0,0.0,0.0
League,"Brabourne Stadium, Mumbai",Punjab Kings,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,6.0,190.0,20.0,AK Chaudhary,VK Sharma,27.14,1900.0,0.0,0.0
League,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,8.0,155.0,20.0,Navdeep Singh,Nitin Menon,18.53,667.0,31.14,7.0
League,"Maharashtra Cricket Association Stadium, Pune",Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,7.0,152.0,20.0,BNJ Oxenford,KN Ananthapadmanabhan,14.33,129.0,0.0,0.0
League,"Brabourne Stadium, Mumbai",Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Delhi Capitals,runs,44.0,216.0,20.0,CB Gaffaney,J Madanagopal,1.78,105.0,27.39,61.0
League,"Wankhede Stadium, Mumbai",Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,field,Rajasthan Royals,runs,3.0,166.0,20.0,AK Chaudhary,Tapan Sharma,0.28,37.0,22.28,166.0
League,"Dr DY Patil Sports Academy, Mumbai",Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,8.0,163.0,20.0,Chirra Ravikanthreddy,RJ Tucker,28.45,2105.0,310000.0,0.0
League,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Chennai Super Kings,runs,23.0,217.0,20.0,Nitin Menon,N Pandit,20.24,688.0,44.0,4.0
League,"Maharashtra Cricket Association Stadium, Pune",Punjab Kings,Mumbai Indians,Mumbai Indians,field,Punjab Kings,runs,12.0,199.0,20.0,BNJ Oxenford,UV Gandhe,21.82,2335.0,0.0,0.0
League,"Dr DY Patil Sports Academy, Mumbai",Gujarat Titans,Rajasthan Royals,Rajasthan Royals,field,Gujarat Titans,runs,37.0,193.0,20.0,CB Gaffaney,R Pandit,18.78,1972.0,31.32,50.0
League,"Brabourne Stadium, Mumbai",Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,7.0,176.0,20.0,GR Sadashiv Iyer,VK Sharma,24.3,1798.0,120000.0,0.0
League,"Brabourne Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,Lucknow Super Giants,runs,18.0,200.0,20.0,AK Chaudhary,NA Patwardhan,39.34,3895.0,0.0,0.0
League,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,Royal Challengers Bangalore,runs,16.0,190.0,20.0,Chirra Ravikanthreddy,J Madanagopal,21.14,4377.0,0.0,0.0
League,"Dr DY Patil Sports Academy, Mumbai",Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,7.0,152.0,20.0,PG Pathak,R Pandit,0.24,4.0,22.96,24.0
League,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,3.0,170.0,20.0,KN Ananthapadmanabhan,UV Gandhe,24.31,2455.0,0.0,0.0
League,"Brabourne Stadium, Mumbai",Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Rajasthan Royals,runs,7.0,218.0,20.0,GR Sadashiv Iyer,VK Sharma,0.28,37.0,22.28,166.0
League,"Dr DY Patil Sports Academy, Mumbai",Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,Royal Challengers Bangalore,runs,18.0,182.0,20.0,CB Gaffaney,N Pandit,31.22,3403.0,160000.0,0.0
League,"Brabourne Stadium, Mumbai",Punjab Kings,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,9.0,116.0,20.0,RJ Tucker,Tapan Sharma,1.78,105.0,27.39,61.0
League,"Dr DY Patil Sports Academy, Mumbai",Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,3.0,156.0,20.0,BNJ Oxenford,UV Gandhe,0.46,6.0,26.56,16.0
League,"Wankhede Stadium, Mumbai",Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Rajasthan Royals,runs,15.0,223.0,20.0,NA Patwardhan,Nitin Menon,34.96,2832.0,0.0,0.0
League,"Dr DY Patil Sports Academy, Mumbai",Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,bat,Gujarat Titans,runs,8.0,157.0,20.0,KN Ananthapadmanabhan,UV Gandhe,3.4,313.0,21.53,112.0
League,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,9.0,69.0,20.0,Chirra Ravikanthreddy,J Madanagopal,0.9,9.0,36.11,9.0
League,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,Lucknow Super Giants,runs,36.0,169.0,20.0,M Erasmus,HAS Khalid,39.34,3895.0,0.0,0.0
League,"Wankhede Stadium, Mumbai",Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,Punjab Kings,runs,11.0,188.0,20.0,M Erasmus,Tapan Sharma,30.46,6244.0,18.0,4.0
League,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Rajasthan Royals,runs,29.0,145.0,20.0,BNJ Oxenford,KN Ananthapadmanabhan,13.05,522.0,70.0,4.0
League,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,5.0,196.0,20.0,CB Gaffaney,Navdeep Singh,0.24,4.0,22.96,24.0
League,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,4.0,147.0,20.0,AK Chaudhary,PG Pathak,1.78,105.0,27.39,61.0
League,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,Punjab Kings,Punjab Kings,field,Lucknow Super Giants,runs,20.0,154.0,20.0,MA Gough,UV Gandhe,13.53,1326.0,33.87,61.0
League,"Brabourne Stadium, Mumbai",Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,bat,Gujarat Titans,wickets,6.0,171.0,20.0,HAS Khalid,VK Sharma,12.3,738.0,34.44,32.0
League,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,5.0,159.0,20.0,BNJ Oxenford,YC Barde,24.26,2644.0,80000.0,0.0
League,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,bat,Lucknow Super Giants,runs,6.0,196.0,20.0,Chirra Ravikanthreddy,CB Gaffaney,2.56,23.0,14.43,14.0
League,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Chennai Super Kings,runs,13.0,203.0,20.0,AK Chaudhary,KN Ananthapadmanabhan,33.53,1207.0,0.0,0.0
League,"Wankhede Stadium, Mumbai",Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7.0,153.0,20.0,J Madanagopal,N Pandit,16.73,251.0,0.0,0.0
League,"Dr DY Patil Sports Academy, Mumbai",Gujarat Titans,Punjab Kings,Gujarat Titans,bat,Punjab Kings,wickets,8.0,144.0,20.0,R Pandit,VK Sharma,2.95,186.0,19.83,102.0
League,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Royal Challengers Bangalore,runs,13.0,174.0,20.0,KN Ananthapadmanabhan,MA Gough,2.99,230.0,23.32,97.0
League,"Brabourne Stadium, Mumbai",Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Delhi Capitals,runs,21.0,208.0,20.0,Navdeep Singh,NA Patwardhan,36.31,5883.0,20000.0,0.0
League,"Brabourne Stadium, Mumbai",Mumbai Indians,Gujarat Titans,Gujarat Titans,field,Mumbai Indians,runs,5.0,178.0,20.0,J Madanagopal,GR Sadashiv Iyer,20.78,187.0,0.0,0.0
League,"Wankhede Stadium, Mumbai",Punjab Kings,Rajasthan Royals,Punjab Kings,bat,Rajasthan Royals,wickets,6.0,190.0,20.0,Chirra Ravikanthreddy,YC Barde,23.78,547.0,60000.0,0.0
League,"Maharashtra Cricket Association Stadium, Pune",Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,field,Lucknow Super Giants,runs,75.0,177.0,20.0,AK Chaudhary,MA Gough,0.82,31.0,25.32,47.0
League,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,67.0,193.0,20.0,BNJ Oxenford,N Pandit,2.17,39.0,19.19,26.0
League,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Chennai Super Kings,runs,91.0,209.0,20.0,Nitin Menon,R Pandit,36.0,252.0,0.0,0.0
League,"Dr DY Patil Sports Academy, Mumbai",Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Kolkata Knight Riders,runs,52.0,166.0,20.0,CB Gaffaney,GR Sadashiv Iyer,0.47,56.0,23.64,148.0
League,"Maharashtra Cricket Association Stadium, Pune",Gujarat Titans,Lucknow Super Giants,Gujarat Titans,bat,Gujarat Titans,runs,62.0,145.0,20.0,KN Ananthapadmanabhan,MA Gough,27.14,1900.0,0.0,0.0
League,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,8.0,161.0,20.0,NA Patwardhan,Nitin Menon,16.41,476.0,22.0,24.0
League,"Wankhede Stadium, Mumbai",Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,5.0,98.0,20.0,Chirra Ravikanthreddy,CB Gaffaney,2.75,44.0,37.71,14.0
League,"Brabourne Stadium, Mumbai",Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Punjab Kings,runs,54.0,210.0,20.0,J Madanagopal,N Pandit,33.1,1291.0,0.0,0.0
League,"Maharashtra Cricket Association Stadium, Pune",Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,54.0,178.0,20.0,AK Chaudhary,KN Ananthapadmanabhan,21.46,2039.0,24.88,89.0
League,"Wankhede Stadium, Mumbai",Chennai Super Kings,Gujarat Titans,Chennai Super Kings,bat,Gujarat Titans,wickets,7.0,134.0,20.0,R Pandit,VK Sharma,20.74,2427.0,0.0,0.0
League,"Brabourne Stadium, Mumbai",Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,bat,Rajasthan Royals,runs,24.0,179.0,20.0,PG Pathak,Tapan Sharma,0.68,53.0,27.41,92.0
League,"Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,Punjab Kings,Punjab Kings,field,Delhi Capitals,runs,17.0,160.0,20.0,GR Sadashiv Iyer,Nitin Menon,2.34,173.0,28.91,82.0
League,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Sunrisers Hyderabad,runs,3.0,194.0,20.0,CB Gaffaney,N Pandit,24.3,1798.0,120000.0,0.0
League,"Dr DY Patil Sports Academy, Mumbai",Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,bat,Lucknow Super Giants,runs,2.0,211.0,20.0,R Pandit,YC Barde,30.08,2767.0,0.0,0.0
League,"Wankhede Stadium, Mumbai",Gujarat Titans,Royal Challengers Bangalore,Gujarat Titans,bat,Royal Challengers Bangalore,wickets,8.0,169.0,20.0,KN Ananthapadmanabhan,GR Sadashiv Iyer,30.71,6634.0,92.75,4.0
League,"Brabourne Stadium, Mumbai",Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Rajasthan Royals,wickets,5.0,151.0,20.0,CB Gaffaney,NA Patwardhan,3.57,647.0,29.27,157.0
League,"Wankhede Stadium, Mumbai",Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,5.0,160.0,20.0,Nitin Menon,Tapan Sharma,0.47,56.0,23.64,148.0
League,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,Punjab Kings,wickets,5.0,158.0,20.0,AK Chaudhary,NA Patwardhan,7.07,106.0,42.11,9.0
Qualifier,"Eden Gardens, Kolkata",Rajasthan Royals,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,7.0,189.0,20.0,BNJ Oxenford,VK Sharma,24.31,2455.0,0.0,0.0
Eliminator,"Eden Gardens, Kolkata",Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,Royal Challengers Bangalore,runs,14.0,208.0,20.0,J Madanagopal,MA Gough,36.73,404.0,0.0,0.0
Qualifier,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,7.0,158.0,20.0,CB Gaffaney,Nitin Menon,34.96,2832.0,0.0,0.0
Final,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,Gujarat Titans,Rajasthan Royals,bat,Gujarat Titans,wickets,7.0,131.0,20.0,CB Gaffaney,Nitin Menon,18.78,1972.0,31.32,50.0
League,"Narendra Modi Stadium, Ahmedabad",Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,5.0,179.0,20.0,Nitin Menon,HAS Khalid,3.4,313.0,21.53,112.0
League,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Punjab Kings,runs,7.0,154.0,16.0,BNJ Oxenford,YC Barde,0.62,23.0,27.15,40.0
League,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Delhi Capitals,Delhi Capitals,field,Lucknow Super Giants,runs,50.0,194.0,20.0,AK Chaudhary,NA Patwardhan,1.0,1.0,500000.0,0.0
League,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajasthan Royals,runs,72.0,204.0,20.0,KN Ananthapadmanabhan,R Pandit,34.96,2832.0,0.0,0.0
League,"M Chinnaswamy Stadium, Bengaluru",Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,8.0,172.0,20.0,Nitin Menon,Tapan Sharma,31.22,3403.0,160000.0,0.0
League,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,Chennai Super Kings,runs,12.0,218.0,20.0,A Totre,BNJ Oxenford,20.68,910.0,26.29,24.0
League,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,6.0,163.0,20.0,A Nand Kishore,GR Sadashiv Iyer,29.0,145.0,0.0,0.0
League,"Barsapara Cricket Stadium, Guwahati",Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Punjab Kings,runs,5.0,198.0,20.0,KN Ananthapadmanabhan,MV Saidharshan Kumar,3.6,18.0,37.0,4.0
League,"Eden Gardens, Kolkata",Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kolkata Knight Riders,runs,81.0,205.0,20.0,Vinod Seshan,VK Sharma,2.34,173.0,28.91,82.0
League,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,bat,Lucknow Super Giants,wickets,5.0,122.0,20.0,J Madanagopal,YC Barde,13.53,1326.0,33.87,61.0
League,"Barsapara Cricket Stadium, Guwahati",Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Rajasthan Royals,runs,57.0,200.0,20.0,Navdeep Singh,MV Saidharshan Kumar,23.78,547.0,60000.0,0.0
League,"Wankhede Stadium, Mumbai",Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,7.0,158.0,20.0,CB Gaffaney,NA Patwardhan,12.39,2502.0,31.17,132.0
League,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,bat,Kolkata Knight Riders,wickets,3.0,205.0,20.0,Nitin Menon,Tapan Sharma,16.73,251.0,0.0,0.0
League,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,8.0,144.0,20.0,BNJ Oxenford,UV Gandhe,30.46,6244.0,18.0,4.0
League,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,wickets,1.0,213.0,20.0,AK Chaudhary,A Nand Kishore,21.21,912.0,0.0,0.0
League,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,6.0,173.0,20.0,MA Gough,R Pandit,26.61,5881.0,30.8,15.0
League,"MA Chidambaram Stadium, Chepauk, Chennai",Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Rajasthan Royals,runs,3.0,176.0,20.0,Vinod Seshan,VK Sharma,3.57,647.0,29.27,157.0
League,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,wickets,6.0,154.0,20.0,A Totre,J Madanagopal,1.42,122.0,27.04,92.0
League,"Eden Gardens, Kolkata",Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Sunrisers Hyderabad,runs,23.0,229.0,20.0,CB Gaffaney,GR Sadashiv Iyer,,,,
League,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,Royal Challengers Bangalore,runs,23.0,175.0,20.0,KN Ananthapadmanabhan,MV Saidharshan Kumar,30.71,6634.0,92.75,4.0
League,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow Super Giants,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,2.0,160.0,20.0,HAS Khalid,VK Sharma,,,,
League,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,5.0,186.0,20.0,BNJ Oxenford,UV Gandhe,25.09,552.0,39.0,3.0
League,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,3.0,178.0,20.0,AK Chaudhary,CB Gaffaney,19.33,831.0,0.0,0.0
League,"M Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Chennai Super Kings,runs,8.0,227.0,20.0,KN Ananthapadmanabhan,Navdeep Singh,36.0,252.0,0.0,0.0
League,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Mumbai Indians,runs,14.0,193.0,20.0,Nitin Menon,Vinod Seshan,,,,
League,"Sawai Mansingh Stadium, Jaipur",Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,field,Lucknow Super Giants,runs,10.0,155.0,20.0,J Madanagopal,YC Barde,15.97,1070.0,31.53,34.0
League,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,Royal Challengers Bangalore,runs,24.0,175.0,20.0,AK Chaudhary,GR Sadashiv Iyer,1.48,96.0,33.76,59.0
League,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,4.0,128.0,20.0,MA Gough,R Pandit,0.59,55.0,38.6,72.0
League,"MA Chidambaram Stadium, Chepauk, Chennai",Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,7.0,135.0,20.0,HAS Khalid,VK Sharma,12.39,2502.0,31.17,132.0
League,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Gujarat Titans,Lucknow Super Giants,Gujarat Titans,bat,Gujarat Titans,runs,7.0,136.0,20.0,A Totre,RJ Tucker,1.42,122.0,27.04,92.0
League,"Wankhede Stadium, Mumbai",Punjab Kings,Mumbai Indians,Mumbai Indians,field,Punjab Kings,runs,13.0,215.0,20.0,CB Gaffaney,GR Sadashiv Iyer,10.53,337.0,31.41,32.0
League,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Royal Challengers Bangalore,runs,7.0,190.0,20.0,MA Gough,MV Saidharshan Kumar,21.28,2320.0,38.82,28.0
League,"Eden Gardens, Kolkata",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Chennai Super Kings,runs,49.0,236.0,20.0,Nitin Menon,Tapan Sharma,27.53,4074.0,5.0,1.0
